,placement,player,archetype,deck_id,deck_cost
0,1,Dinh-Kha Bui,Prank-Kids,prank-kids-376571,$71.67
1,2,Federico Mecozzi,Thunder Dragon,thunder-dragon-376572,$123.34
2,3,Andres Torres,Thunder Dragon,danger-thunder-dragon-376573,$109.12
3,4,Lukas Waser,Sky Striker,sky-striker-376574,$50.06
4,5,Dimitris Rafailidis,Thunder Dragon,thunder-dragon-376576,$126.83
5,6,Windel Lucas,Sky Striker,sky-striker-376577,$85.61
6,7,Simon He,Sky Striker,sky-striker-376575,$78.86
7,8,<unknown duelist>,,,
8,9,Errikos Bek,Sky Striker,sky-striker-376581,$83.90
9,10,Samir Bachar,Thunder Dragon,thunder-dragon-376580,$79.24
10,11,Jack Verma,Altergeist,altergeist-376579,$77.68
11,12,Darren Stepehnson,Altergeist,altergeist-376578,$87.13
12,13,<4 unknown Top 16 duelists>,,,
13,14,Corno Stefano,Sky Striker,sky-striker-376582,$74.01
14,15,Matteo Costa,Gouki,gouki-376588,$45.03
15,16,Delval Maximilien,True Draco,true-draco-376587,$84.84
16,17,Marco,Thunder Dragon,thunder-dragon-376585,$105.65
17,18,Jake Quinsee,Dark Warrior,dark-warrior-376586,$46.72
18,19,Sorrentino Pierluigi,Dark Warrior,dark-warrior-376584,$78.84
19,20,Savvakis Michalis,Altergeist,altergeist-376583,$54.15
20,21,<9 unknown Top 32 duelists>,,,
