,id,name,copies,deck_part
0,8633261,Ice Ryzeal,3,0
1,35844557,Sword Ryzeal,3,0
2,34022970,Ext Ryzeal,3,0
3,72238166,Node Ryzeal,1,0
4,14558127,Ash Blossom & Joyous Spring,3,0
5,6798031,Ryzeal Cross,2,0
6,85106525,Bonfire,3,0
7,60394026,Ryzeal Plugin,1,0
8,84211599,Pot of Prosperity,1,0
9,35261759,Pot of Desires,3,0
10,25311006,Triple Tactics Talent,3,0
11,14087893,Book of Moon,2,0
12,35480699,Book of Eclipse,2,0
13,2263869,Ultimate Slayer,3,0
14,24224830,Called by the Grave,1,0
15,10045474,Infinite Impermanence,3,0
16,40605147,Solemn Strike,3,0
0,9940036,Mereologic Aggregator,1,1
1,45852939,Eclipse Twins,2,1
2,34909328,Ryzeal Detonator,2,1
3,7511613,Ryzeal Duo Drive,2,1
4,90590303,Number 41: Bagooska the Terribly Tired Tapir,1,1
5,46772449,Evilswarm Exciton Knight,1,1
6,21044178,Abyss Dweller,1,1
7,66011101,Number 60: Dugares the Timeless,1,1
8,82633039,"Castel, the Skyblaster Musketeer",1,1
9,6983839,Tornado Dragon,1,1
10,93039339,Super Starslayer TY-PHON - Sky Crisis,1,1
11,8728498,"Donner, Dagger Fur Hire",1,1
0,35405755,Kurikara Divincarnate,3,2
1,59494222,Gravekeeper's Inscription,3,2
2,48976825,Burial from a Different Dimension,3,2
3,18144507,Harpie's Feather Duster,1,2
4,14532163,Lightning Storm,2,2
5,41420027,Solemn Judgment,3,2
