,id,name,copies,deck_part
0,15005145,Centur-Ion Primera,3,0
1,42493140,Centur-Ion Trudea,3,0
2,96030710,Centur-Ion Atrii,1,0
3,97698279,Centur-Ion Gargoyle II,1,0
4,33854624,Bystial Magnamhut,1,0
5,6637331,Bystial Druiswurm,1,0
6,72656408,Bystial Baldrake,1,0
7,32731036,The Bystial Lubellion,3,0
8,14558128,Ash Blossom & Joyous Spring,3,0
9,97268402,Effect Veiler,3,0
10,52038441,Ghost Mourner & Moonlit Chill,3,0
11,59438930,Ghost Ogre & Snow Rabbit,3,0
12,41371602,Stand Up Centur-Ion!,3,0
13,92907248,Wake Up Centur-Ion!,1,0
14,77765207,Emblema Oath,3,0
15,34090915,Branded Regained,1,0
16,73628505,Terraforming,1,0
17,84211599,Pot of Prosperity,1,0
18,10045474,Infinite Impermanence,3,0
19,40155014,Centur-Ion Phalanx,1,0
0,8841431,Centur-Ion Primera Primus,1,1
1,15982593,Centur-Ion Legatia,2,1
2,71858682,Centur-Ion Auxila,1,1
3,22850702,Chaos Angel,1,1
4,21123811,Cosmic Blazar Dragon,2,1
5,63436931,Crimson Dragon,1,1
6,27572350,Bystial Dis Pater,1,1
7,99585850,Red Supernova Dragon,1,1
8,34755994,"Artemis, the Magistus Moon Maiden",1,1
9,65741786,I:P Masquerena,1,1
10,29301450,S:P Little Knight,1,1
11,98127546,Underworld Goddess of the Closed World,1,1
12,93039339,Super Starslayer TY-PHON - Sky Crisis,1,1
0,46502744,"Retaliating ""C""",3,2
1,42141493,Mulcharmy Fuwalos,3,2
2,84192580,Mulcharmy Purulia,3,2
3,1149109,Deck Lockdown,3,2
4,24224830,Called by the Grave,1,2
5,24207889,There Can Be Only One,1,2
6,40155014,Centur-Ion Phalanx,1,2
