,id,name,copies,deck_part
0,9674034,Snake-Eye Ash,1,0
1,90241276,Snake-Eyes Poplar,1,0
2,45663742,Snake-Eye Oak,1,0
3,27260347,Snake-Eyes Diabellstar,1,0
4,48452496,Snake-Eyes Flamberge Dragon,1,0
5,72270339,Diabellstar the Black Witch,3,0
6,94145021,Droll & Lock Bird,1,0
7,59438930,Ghost Ogre & Snow Rabbit,1,0
8,14558127,Ash Blossom & Joyous Spring,3,0
9,42141493,Mulcharmy Fuwalos,3,0
10,89023486,Original Sinful Spoils - Snake-Eye,1,0
11,85106525,Bonfire,3,0
12,80845034,WANTED: Seeker of Sinful Spoils,3,0
13,53639887,Divine Temple of the Snake-Eye,1,0
14,94845588,The Hallowed Azamina,1,0
15,66328392,Deception of the Sinful Spoils,3,0
16,25311006,Triple Tactics Talent,2,0
17,24224830,Called by the Grave,1,0
18,65681983,Crossout Designator,3,0
19,10045474,Infinite Impermanence,3,0
20,40366667,Dominus Impulse,3,0
0,98127546,Underworld Goddess of the Closed World,1,1
1,57134592,Salamangreat Raging Phoenix,1,1
2,45112597,Worldsea Dragon Zealantis,1,1
3,2772337,"Promethean Princess, Bestower of Flames",1,1
4,2857636,Knightmare Phoenix,1,1
5,48815792,"Hiita the Fire Charmer, Ablaze",1,1
6,8264361,"Dharc the Dark Charmer, Gloomy",1,1
7,87871125,Salamangreat Sunlight Wolf,1,1
8,61245672,Decode Talker Heatsoul,1,1
9,47759571,Pitknight Earlie,1,1
10,29301450,S:P Little Knight,1,1
11,65741786,I:P Masquerena,1,1
12,94259633,Relinquished Anima,1,1
13,46396218,Azamina Ilia Silvia,1,1
14,73391962,Azamina Mu Rcielago,1,1
0,94145021,Droll & Lock Bird,2,2
1,84192580,Mulcharmy Purulia,3,2
2,33854624,Bystial Magnamhut,1,2
3,6637331,Bystial Druiswurm,1,2
4,60643553,Ghost Sister & Spooky Dogwood,3,2
5,8267140,Cosmic Cyclone,3,2
6,26700718,Dramatic Snake-Eye Chase,1,2
7,38511382,Sinful Spoils of Betrayal - Silvera,1,2
