,id,name,copies,deck_part
0,23623653,Spiritual Beast Tamer Lara,3,0
1,14513016,Ritual Beast Tamer Elder,3,0
2,49885567,Spiritual Beast Cannahawk,3,0
3,86396750,Spiritual Beast Apelio,1,0
4,13890468,Spiritual Beast Pettlephin,1,0
5,88123329,Spiritual Beast Rampengu,3,0
6,65193366,Spiritual Beast Tamer Winda,1,0
7,87118301,Ritual Beast Tamer Lara,1,0
8,40907115,Ritual Beast Tamer Wen,1,0
9,19211362,Nemeses Flag,1,0
10,6728559,Archnemeses Protos,1,0
11,91800273,Dimension Shifter,3,0
12,14558128,Ash Blossom & Joyous Spring,3,0
13,94145021,Droll & Lock Bird,3,0
14,84211599,Pot of Prosperity,1,0
15,24224830,Called by the Grave,1,0
16,22501005,Ritual Beast Inheritance,3,0
17,67723438,Emergency Teleport,3,0
18,35480699,Book of Eclipse,3,0
19,11556339,Ritual Beast Steeds,1,0
0,69718652,Ritual Beast Ulti-Nochiudrago,2,1
1,48063985,Ritual Beast Ulti-Cannahawk,2,1
2,56655675,Ritual Beast Ulti-Gaiapelio,1,1
3,86274272,Ritual Beast Ulti-Apelio,1,1
4,90590304,Number 41: Bagooska the Terribly Tired Tapir,1,1
5,29423048,Infernal Flame Banshee,1,1
6,94259633,Relinquished Anima,1,1
7,29301450,S:P Little Knight,1,1
8,50277355,Cross-Sheep,1,1
9,45112597,Worldsea Dragon Zealantis,1,1
10,58811192,Ritual Beast Ulti-Kimunfalcos,1,1
11,96113307,Ritual Beast Ulti-Reirautari,2,1
0,42141493,Mulcharmy Fuwalos,3,2
1,60643554,Ghost Sister & Spooky Dogwood,3,2
2,8267140,Cosmic Cyclone,3,2
3,25311006,Triple Tactics Talent,1,2
4,87639778,Harpie's Feather Storm,3,2
5,85696777,Harpie Conductor,1,2
6,12014404,Gagaga Cowboy,1,2
