,id,name,copies,deck_part
0,8633261,Ice Ryzeal,3,0
1,35844557,Sword Ryzeal,3,0
2,34022970,Ext Ryzeal,3,0
3,72238166,Node Ryzeal,1,0
4,27204311,"Nibiru, the Primal Being",2,0
5,14558127,Ash Blossom & Joyous Spring,3,0
6,84192580,Mulcharmy Purulia,2,0
7,42141493,Mulcharmy Fuwalos,3,0
8,97268402,Effect Veiler,3,0
9,6798031,Ryzeal Cross,1,0
10,60394026,Ryzeal Plugin,1,0
11,85106525,Bonfire,3,0
12,24224830,Called by the Grave,1,0
13,84211599,Pot of Prosperity,1,0
14,35261759,Pot of Desires,2,0
15,25311006,Triple Tactics Talent,2,0
16,10045474,Infinite Impermanence,3,0
17,40605147,Solemn Strike,3,0
0,9940036,Mereologic Aggregator,1,1
1,45852939,Eclipse Twins,2,1
2,34909328,Ryzeal Detonator,2,1
3,7511613,Ryzeal Duo Drive,2,1
4,90590303,Number 41: Bagooska the Terribly Tired Tapir,1,1
5,46772449,Evilswarm Exciton Knight,1,1
6,21044178,Abyss Dweller,1,1
7,66011101,Number 60: Dugares the Timeless,1,1
8,82633039,"Castel, the Skyblaster Musketeer",1,1
9,6983839,Tornado Dragon,1,1
10,93039339,Super Starslayer TY-PHON - Sky Crisis,1,1
11,8728498,"Donner, Dagger Fur Hire",1,1
0,34267821,Artifact Lancea,3,2
1,87126721,Mulcharmy Meowls,3,2
2,94145022,Droll & Lock Bird,2,2
3,6798031,Ryzeal Cross,1,2
4,2263869,Ultimate Slayer,2,2
5,18144507,Harpie's Feather Duster,1,2
6,41420027,Solemn Judgment,3,2
